# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	decimals	mode
008554	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	27	toeven
008555	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	28	toeven
008556	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00040000	0	awayfromzero
008557	ok	00000000,00000000,00000000,00010000	00000019,00000000,00000000,00040000	1	awayfromzero
008558	ok	00000000,00000000,00000000,00020000	00000019,00000000,00000000,00040000	2	awayfromzero
008559	ok	00000003,00000000,00000000,00030000	00000019,00000000,00000000,00040000	3	awayfromzero
008560	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	4	awayfromzero
008561	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	5	awayfromzero
008562	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	6	awayfromzero
008563	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	7	awayfromzero
008564	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	8	awayfromzero
008565	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	9	awayfromzero
008566	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	10	awayfromzero
008567	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	11	awayfromzero
008568	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	12	awayfromzero
008569	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	13	awayfromzero
008570	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	14	awayfromzero
008571	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	15	awayfromzero
008572	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	16	awayfromzero
008573	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	17	awayfromzero
008574	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	18	awayfromzero
008575	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	19	awayfromzero
008576	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	20	awayfromzero
008577	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	21	awayfromzero
008578	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	22	awayfromzero
008579	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	23	awayfromzero
008580	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	24	awayfromzero
008581	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	25	awayfromzero
008582	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	26	awayfromzero
008583	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	27	awayfromzero
008584	ok	00000019,00000000,00000000,00040000	00000019,00000000,00000000,00040000	28	awayfromzero
008585	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00050000	0	toeven
008586	ok	00000000,00000000,00000000,00010000	00000005,00000000,00000000,00050000	1	toeven
008587	ok	00000000,00000000,00000000,00020000	00000005,00000000,00000000,00050000	2	toeven
008588	ok	00000000,00000000,00000000,00030000	00000005,00000000,00000000,00050000	3	toeven
008589	ok	00000000,00000000,00000000,00040000	00000005,00000000,00000000,00050000	4	toeven
008590	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	5	toeven
008591	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	6	toeven
008592	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	7	toeven
008593	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	8	toeven
008594	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	9	toeven
008595	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	10	toeven
008596	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	11	toeven
008597	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	12	toeven
008598	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	13	toeven
008599	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	14	toeven
008600	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	15	toeven
008601	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	16	toeven
008602	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	17	toeven
008603	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	18	toeven
008604	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	19	toeven
008605	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	20	toeven
008606	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	21	toeven
008607	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	22	toeven
008608	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	23	toeven
008609	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	24	toeven
008610	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	25	toeven
008611	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	26	toeven
008612	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	27	toeven
008613	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	28	toeven
008614	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00050000	0	awayfromzero
008615	ok	00000000,00000000,00000000,00010000	00000005,00000000,00000000,00050000	1	awayfromzero
008616	ok	00000000,00000000,00000000,00020000	00000005,00000000,00000000,00050000	2	awayfromzero
008617	ok	00000000,00000000,00000000,00030000	00000005,00000000,00000000,00050000	3	awayfromzero
008618	ok	00000001,00000000,00000000,00040000	00000005,00000000,00000000,00050000	4	awayfromzero
008619	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	5	awayfromzero
008620	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	6	awayfromzero
008621	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	7	awayfromzero
008622	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	8	awayfromzero
008623	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	9	awayfromzero
008624	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	10	awayfromzero
008625	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	11	awayfromzero
008626	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	12	awayfromzero
008627	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	13	awayfromzero
008628	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	14	awayfromzero
008629	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	15	awayfromzero
008630	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	16	awayfromzero
008631	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	17	awayfromzero
008632	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	18	awayfromzero
008633	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	19	awayfromzero
008634	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	20	awayfromzero
008635	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	21	awayfromzero
008636	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	22	awayfromzero
008637	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	23	awayfromzero
008638	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	24	awayfromzero
008639	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	25	awayfromzero
008640	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	26	awayfromzero
008641	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	27	awayfromzero
008642	ok	00000005,00000000,00000000,00050000	00000005,00000000,00000000,00050000	28	awayfromzero
008643	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80050000	0	toeven
008644	ok	00000000,00000000,00000000,80010000	00000005,00000000,00000000,80050000	1	toeven
008645	ok	00000000,00000000,00000000,80020000	00000005,00000000,00000000,80050000	2	toeven
008646	ok	00000000,00000000,00000000,80030000	00000005,00000000,00000000,80050000	3	toeven
008647	ok	00000000,00000000,00000000,80040000	00000005,00000000,00000000,80050000	4	toeven
008648	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	5	toeven
008649	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	6	toeven
008650	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	7	toeven
008651	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	8	toeven
008652	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	9	toeven
008653	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	10	toeven
008654	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	11	toeven
008655	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	12	toeven
008656	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	13	toeven
008657	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	14	toeven
008658	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	15	toeven
008659	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	16	toeven
008660	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	17	toeven
008661	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	18	toeven
008662	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	19	toeven
008663	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	20	toeven
008664	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	21	toeven
008665	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	22	toeven
008666	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	23	toeven
008667	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	24	toeven
008668	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	25	toeven
008669	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	26	toeven
008670	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	27	toeven
008671	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	28	toeven
008672	ok	00000000,00000000,00000000,80000000	00000005,00000000,00000000,80050000	0	awayfromzero
008673	ok	00000000,00000000,00000000,80010000	00000005,00000000,00000000,80050000	1	awayfromzero
008674	ok	00000000,00000000,00000000,80020000	00000005,00000000,00000000,80050000	2	awayfromzero
008675	ok	00000000,00000000,00000000,80030000	00000005,00000000,00000000,80050000	3	awayfromzero
008676	ok	00000001,00000000,00000000,80040000	00000005,00000000,00000000,80050000	4	awayfromzero
008677	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	5	awayfromzero
008678	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	6	awayfromzero
008679	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	7	awayfromzero
008680	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	8	awayfromzero
008681	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	9	awayfromzero
008682	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	10	awayfromzero
008683	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	11	awayfromzero
008684	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	12	awayfromzero
008685	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	13	awayfromzero
008686	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	14	awayfromzero
008687	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	15	awayfromzero
008688	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	16	awayfromzero
008689	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	17	awayfromzero
008690	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	18	awayfromzero
008691	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	19	awayfromzero
008692	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	20	awayfromzero
008693	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	21	awayfromzero
008694	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	22	awayfromzero
008695	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	23	awayfromzero
008696	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	24	awayfromzero
008697	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	25	awayfromzero
008698	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	26	awayfromzero
008699	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	27	awayfromzero
008700	ok	00000005,00000000,00000000,80050000	00000005,00000000,00000000,80050000	28	awayfromzero
008701	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00050000	0	toeven
008702	ok	00000000,00000000,00000000,00010000	0000000f,00000000,00000000,00050000	1	toeven
008703	ok	00000000,00000000,00000000,00020000	0000000f,00000000,00000000,00050000	2	toeven
008704	ok	00000000,00000000,00000000,00030000	0000000f,00000000,00000000,00050000	3	toeven
008705	ok	00000002,00000000,00000000,00040000	0000000f,00000000,00000000,00050000	4	toeven
008706	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	5	toeven
008707	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	6	toeven
008708	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	7	toeven
008709	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	8	toeven
008710	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	9	toeven
008711	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	10	toeven
008712	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	11	toeven
008713	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	12	toeven
008714	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	13	toeven
008715	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	14	toeven
008716	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	15	toeven
008717	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	16	toeven
008718	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	17	toeven
008719	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	18	toeven
008720	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	19	toeven
008721	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	20	toeven
008722	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	21	toeven
008723	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	22	toeven
008724	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	23	toeven
008725	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	24	toeven
008726	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	25	toeven
008727	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	26	toeven
008728	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	27	toeven
008729	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	28	toeven
008730	ok	00000000,00000000,00000000,00000000	0000000f,00000000,00000000,00050000	0	awayfromzero
008731	ok	00000000,00000000,00000000,00010000	0000000f,00000000,00000000,00050000	1	awayfromzero
008732	ok	00000000,00000000,00000000,00020000	0000000f,00000000,00000000,00050000	2	awayfromzero
008733	ok	00000000,00000000,00000000,00030000	0000000f,00000000,00000000,00050000	3	awayfromzero
008734	ok	00000002,00000000,00000000,00040000	0000000f,00000000,00000000,00050000	4	awayfromzero
008735	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	5	awayfromzero
008736	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	6	awayfromzero
008737	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	7	awayfromzero
008738	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	8	awayfromzero
008739	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	9	awayfromzero
008740	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	10	awayfromzero
008741	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	11	awayfromzero
008742	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	12	awayfromzero
008743	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	13	awayfromzero
008744	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	14	awayfromzero
008745	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	15	awayfromzero
008746	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	16	awayfromzero
008747	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	17	awayfromzero
008748	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	18	awayfromzero
008749	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	19	awayfromzero
008750	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	20	awayfromzero
008751	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	21	awayfromzero
008752	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	22	awayfromzero
008753	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	23	awayfromzero
008754	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	24	awayfromzero
008755	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	25	awayfromzero
008756	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	26	awayfromzero
008757	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	27	awayfromzero
008758	ok	0000000f,00000000,00000000,00050000	0000000f,00000000,00000000,00050000	28	awayfromzero
008759	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00050000	0	toeven
008760	ok	00000000,00000000,00000000,00010000	00000019,00000000,00000000,00050000	1	toeven
008761	ok	00000000,00000000,00000000,00020000	00000019,00000000,00000000,00050000	2	toeven
008762	ok	00000000,00000000,00000000,00030000	00000019,00000000,00000000,00050000	3	toeven
008763	ok	00000002,00000000,00000000,00040000	00000019,00000000,00000000,00050000	4	toeven
008764	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	5	toeven
008765	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	6	toeven
008766	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	7	toeven
008767	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	8	toeven
008768	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	9	toeven
008769	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	10	toeven
008770	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	11	toeven
008771	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	12	toeven
008772	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	13	toeven
008773	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	14	toeven
008774	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	15	toeven
008775	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	16	toeven
008776	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	17	toeven
008777	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	18	toeven
008778	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	19	toeven
008779	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	20	toeven
008780	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	21	toeven
008781	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	22	toeven
008782	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	23	toeven
008783	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	24	toeven
008784	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	25	toeven
008785	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	26	toeven
008786	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	27	toeven
008787	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	28	toeven
008788	ok	00000000,00000000,00000000,00000000	00000019,00000000,00000000,00050000	0	awayfromzero
008789	ok	00000000,00000000,00000000,00010000	00000019,00000000,00000000,00050000	1	awayfromzero
008790	ok	00000000,00000000,00000000,00020000	00000019,00000000,00000000,00050000	2	awayfromzero
008791	ok	00000000,00000000,00000000,00030000	00000019,00000000,00000000,00050000	3	awayfromzero
008792	ok	00000003,00000000,00000000,00040000	00000019,00000000,00000000,00050000	4	awayfromzero
008793	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	5	awayfromzero
008794	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	6	awayfromzero
008795	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	7	awayfromzero
008796	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	8	awayfromzero
008797	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	9	awayfromzero
008798	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	10	awayfromzero
008799	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	11	awayfromzero
008800	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	12	awayfromzero
008801	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	13	awayfromzero
008802	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	14	awayfromzero
008803	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	15	awayfromzero
008804	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	16	awayfromzero
008805	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	17	awayfromzero
008806	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	18	awayfromzero
008807	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	19	awayfromzero
008808	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	20	awayfromzero
008809	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	21	awayfromzero
008810	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	22	awayfromzero
008811	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	23	awayfromzero
008812	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	24	awayfromzero
008813	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	25	awayfromzero
008814	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	26	awayfromzero
008815	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	27	awayfromzero
008816	ok	00000019,00000000,00000000,00050000	00000019,00000000,00000000,00050000	28	awayfromzero
008817	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00060000	0	toeven
008818	ok	00000000,00000000,00000000,00010000	00000005,00000000,00000000,00060000	1	toeven
008819	ok	00000000,00000000,00000000,00020000	00000005,00000000,00000000,00060000	2	toeven
008820	ok	00000000,00000000,00000000,00030000	00000005,00000000,00000000,00060000	3	toeven
008821	ok	00000000,00000000,00000000,00040000	00000005,00000000,00000000,00060000	4	toeven
008822	ok	00000000,00000000,00000000,00050000	00000005,00000000,00000000,00060000	5	toeven
008823	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	6	toeven
008824	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	7	toeven
008825	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	8	toeven
008826	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	9	toeven
008827	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	10	toeven
008828	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	11	toeven
008829	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	12	toeven
008830	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	13	toeven
008831	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	14	toeven
008832	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	15	toeven
008833	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	16	toeven
008834	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	17	toeven
008835	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	18	toeven
008836	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	19	toeven
008837	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	20	toeven
008838	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	21	toeven
008839	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	22	toeven
008840	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	23	toeven
008841	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	24	toeven
008842	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	25	toeven
008843	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	26	toeven
008844	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	27	toeven
008845	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	28	toeven
008846	ok	00000000,00000000,00000000,00000000	00000005,00000000,00000000,00060000	0	awayfromzero
008847	ok	00000000,00000000,00000000,00010000	00000005,00000000,00000000,00060000	1	awayfromzero
008848	ok	00000000,00000000,00000000,00020000	00000005,00000000,00000000,00060000	2	awayfromzero
008849	ok	00000000,00000000,00000000,00030000	00000005,00000000,00000000,00060000	3	awayfromzero
008850	ok	00000000,00000000,00000000,00040000	00000005,00000000,00000000,00060000	4	awayfromzero
008851	ok	00000001,00000000,00000000,00050000	00000005,00000000,00000000,00060000	5	awayfromzero
008852	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	6	awayfromzero
008853	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	7	awayfromzero
008854	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	8	awayfromzero
008855	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	9	awayfromzero
008856	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	10	awayfromzero
008857	ok	00000005,00000000,00000000,00060000	00000005,00000000,00000000,00060000	11	awayfromzero
