# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	format	culture
017376	ok	$45,937,986,975,432	c56536c8,000029c7,00000000,00000000	C0	en-US
017377	ok	\u00a445,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	C1	invariant
017378	ok	$45,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	C1	en-US
017379	ok	\u00a445,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	C2	invariant
017380	ok	$45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	C2	en-US
017381	ok	\u00a445,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	C3	invariant
017382	ok	$45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	C3	en-US
017383	ok	\u00a445,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	C4	invariant
017384	ok	$45,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	C4	en-US
017385	ok	\u00a445,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	C5	invariant
017386	ok	$45,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	C5	en-US
017387	ok	\u00a445,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	C6	invariant
017388	ok	$45,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	C6	en-US
017389	ok	\u00a445,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	C7	invariant
017390	ok	$45,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	C7	en-US
017391	ok	\u00a445,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	C8	invariant
017392	ok	$45,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	C8	en-US
017393	ok	\u00a445,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	C9	invariant
017394	ok	$45,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	C9	en-US
017395	ok	\u00a445,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	C15	invariant
017396	ok	$45,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	C15	en-US
017397	ok	\u00a445,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	C28	invariant
017398	ok	$45,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	C28	en-US
017399	ok	\u00a445,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	C30	invariant
017400	ok	$45,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	C30	en-US
017401	ok	\u00a445,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	c	invariant
017402	ok	$45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	c	en-US
017403	ok	\u00a445,937,986,975,432	c56536c8,000029c7,00000000,00000000	c0	invariant
017404	ok	$45,937,986,975,432	c56536c8,000029c7,00000000,00000000	c0	en-US
017405	ok	\u00a445,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	c1	invariant
017406	ok	$45,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	c1	en-US
017407	ok	\u00a445,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	c2	invariant
017408	ok	$45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	c2	en-US
017409	ok	\u00a445,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	c3	invariant
017410	ok	$45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	c3	en-US
017411	ok	\u00a445,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	c4	invariant
017412	ok	$45,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	c4	en-US
017413	ok	\u00a445,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	c5	invariant
017414	ok	$45,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	c5	en-US
017415	ok	\u00a445,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	c6	invariant
017416	ok	$45,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	c6	en-US
017417	ok	\u00a445,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	c7	invariant
017418	ok	$45,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	c7	en-US
017419	ok	\u00a445,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	c8	invariant
017420	ok	$45,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	c8	en-US
017421	ok	\u00a445,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	c9	invariant
017422	ok	$45,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	c9	en-US
017423	ok	\u00a445,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	c15	invariant
017424	ok	$45,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	c15	en-US
017425	ok	\u00a445,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	c28	invariant
017426	ok	$45,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	c28	en-US
017427	ok	\u00a445,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	c30	invariant
017428	ok	$45,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	c30	en-US
017429	ok	4.593799E+013	c56536c8,000029c7,00000000,00000000	E	invariant
017430	ok	4.593799E+013	c56536c8,000029c7,00000000,00000000	E	en-US
017431	ok	5E+013	c56536c8,000029c7,00000000,00000000	E0	invariant
017432	ok	5E+013	c56536c8,000029c7,00000000,00000000	E0	en-US
017433	ok	4.6E+013	c56536c8,000029c7,00000000,00000000	E1	invariant
017434	ok	4.6E+013	c56536c8,000029c7,00000000,00000000	E1	en-US
017435	ok	4.59E+013	c56536c8,000029c7,00000000,00000000	E2	invariant
017436	ok	4.59E+013	c56536c8,000029c7,00000000,00000000	E2	en-US
017437	ok	4.594E+013	c56536c8,000029c7,00000000,00000000	E3	invariant
017438	ok	4.594E+013	c56536c8,000029c7,00000000,00000000	E3	en-US
017439	ok	4.5938E+013	c56536c8,000029c7,00000000,00000000	E4	invariant
017440	ok	4.5938E+013	c56536c8,000029c7,00000000,00000000	E4	en-US
017441	ok	4.59380E+013	c56536c8,000029c7,00000000,00000000	E5	invariant
017442	ok	4.59380E+013	c56536c8,000029c7,00000000,00000000	E5	en-US
017443	ok	4.593799E+013	c56536c8,000029c7,00000000,00000000	E6	invariant
017444	ok	4.593799E+013	c56536c8,000029c7,00000000,00000000	E6	en-US
017445	ok	4.5937987E+013	c56536c8,000029c7,00000000,00000000	E7	invariant
017446	ok	4.5937987E+013	c56536c8,000029c7,00000000,00000000	E7	en-US
017447	ok	4.59379870E+013	c56536c8,000029c7,00000000,00000000	E8	invariant
017448	ok	4.59379870E+013	c56536c8,000029c7,00000000,00000000	E8	en-US
017449	ok	4.593798698E+013	c56536c8,000029c7,00000000,00000000	E9	invariant
017450	ok	4.593798698E+013	c56536c8,000029c7,00000000,00000000	E9	en-US
017451	ok	4.593798697543200E+013	c56536c8,000029c7,00000000,00000000	E15	invariant
017452	ok	4.593798697543200E+013	c56536c8,000029c7,00000000,00000000	E15	en-US
017453	ok	4.5937986975432000000000000000E+013	c56536c8,000029c7,00000000,00000000	E28	invariant
017454	ok	4.5937986975432000000000000000E+013	c56536c8,000029c7,00000000,00000000	E28	en-US
017455	ok	4.593798697543200000000000000000E+013	c56536c8,000029c7,00000000,00000000	E30	invariant
017456	ok	4.593798697543200000000000000000E+013	c56536c8,000029c7,00000000,00000000	E30	en-US
017457	ok	4.593799e+013	c56536c8,000029c7,00000000,00000000	e	invariant
017458	ok	4.593799e+013	c56536c8,000029c7,00000000,00000000	e	en-US
017459	ok	5e+013	c56536c8,000029c7,00000000,00000000	e0	invariant
017460	ok	5e+013	c56536c8,000029c7,00000000,00000000	e0	en-US
017461	ok	4.6e+013	c56536c8,000029c7,00000000,00000000	e1	invariant
017462	ok	4.6e+013	c56536c8,000029c7,00000000,00000000	e1	en-US
017463	ok	4.59e+013	c56536c8,000029c7,00000000,00000000	e2	invariant
017464	ok	4.59e+013	c56536c8,000029c7,00000000,00000000	e2	en-US
017465	ok	4.594e+013	c56536c8,000029c7,00000000,00000000	e3	invariant
017466	ok	4.594e+013	c56536c8,000029c7,00000000,00000000	e3	en-US
017467	ok	4.5938e+013	c56536c8,000029c7,00000000,00000000	e4	invariant
017468	ok	4.5938e+013	c56536c8,000029c7,00000000,00000000	e4	en-US
017469	ok	4.59380e+013	c56536c8,000029c7,00000000,00000000	e5	invariant
017470	ok	4.59380e+013	c56536c8,000029c7,00000000,00000000	e5	en-US
017471	ok	4.593799e+013	c56536c8,000029c7,00000000,00000000	e6	invariant
017472	ok	4.593799e+013	c56536c8,000029c7,00000000,00000000	e6	en-US
017473	ok	4.5937987e+013	c56536c8,000029c7,00000000,00000000	e7	invariant
017474	ok	4.5937987e+013	c56536c8,000029c7,00000000,00000000	e7	en-US
017475	ok	4.59379870e+013	c56536c8,000029c7,00000000,00000000	e8	invariant
017476	ok	4.59379870e+013	c56536c8,000029c7,00000000,00000000	e8	en-US
017477	ok	4.593798698e+013	c56536c8,000029c7,00000000,00000000	e9	invariant
017478	ok	4.593798698e+013	c56536c8,000029c7,00000000,00000000	e9	en-US
017479	ok	4.593798697543200e+013	c56536c8,000029c7,00000000,00000000	e15	invariant
017480	ok	4.593798697543200e+013	c56536c8,000029c7,00000000,00000000	e15	en-US
017481	ok	4.5937986975432000000000000000e+013	c56536c8,000029c7,00000000,00000000	e28	invariant
017482	ok	4.5937986975432000000000000000e+013	c56536c8,000029c7,00000000,00000000	e28	en-US
017483	ok	4.593798697543200000000000000000e+013	c56536c8,000029c7,00000000,00000000	e30	invariant
017484	ok	4.593798697543200000000000000000e+013	c56536c8,000029c7,00000000,00000000	e30	en-US
017485	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	F	invariant
017486	ok	45937986975432.000	c56536c8,000029c7,00000000,00000000	F	en-US
017487	ok	45937986975432	c56536c8,000029c7,00000000,00000000	F0	invariant
017488	ok	45937986975432	c56536c8,000029c7,00000000,00000000	F0	en-US
017489	ok	45937986975432.0	c56536c8,000029c7,00000000,00000000	F1	invariant
017490	ok	45937986975432.0	c56536c8,000029c7,00000000,00000000	F1	en-US
017491	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	F2	invariant
017492	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	F2	en-US
017493	ok	45937986975432.000	c56536c8,000029c7,00000000,00000000	F3	invariant
017494	ok	45937986975432.000	c56536c8,000029c7,00000000,00000000	F3	en-US
017495	ok	45937986975432.0000	c56536c8,000029c7,00000000,00000000	F4	invariant
017496	ok	45937986975432.0000	c56536c8,000029c7,00000000,00000000	F4	en-US
017497	ok	45937986975432.00000	c56536c8,000029c7,00000000,00000000	F5	invariant
017498	ok	45937986975432.00000	c56536c8,000029c7,00000000,00000000	F5	en-US
017499	ok	45937986975432.000000	c56536c8,000029c7,00000000,00000000	F6	invariant
017500	ok	45937986975432.000000	c56536c8,000029c7,00000000,00000000	F6	en-US
017501	ok	45937986975432.0000000	c56536c8,000029c7,00000000,00000000	F7	invariant
017502	ok	45937986975432.0000000	c56536c8,000029c7,00000000,00000000	F7	en-US
017503	ok	45937986975432.00000000	c56536c8,000029c7,00000000,00000000	F8	invariant
017504	ok	45937986975432.00000000	c56536c8,000029c7,00000000,00000000	F8	en-US
017505	ok	45937986975432.000000000	c56536c8,000029c7,00000000,00000000	F9	invariant
017506	ok	45937986975432.000000000	c56536c8,000029c7,00000000,00000000	F9	en-US
017507	ok	45937986975432.000000000000000	c56536c8,000029c7,00000000,00000000	F15	invariant
017508	ok	45937986975432.000000000000000	c56536c8,000029c7,00000000,00000000	F15	en-US
017509	ok	45937986975432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	F28	invariant
017510	ok	45937986975432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	F28	en-US
017511	ok	45937986975432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	F30	invariant
017512	ok	45937986975432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	F30	en-US
017513	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	f	invariant
017514	ok	45937986975432.000	c56536c8,000029c7,00000000,00000000	f	en-US
017515	ok	45937986975432	c56536c8,000029c7,00000000,00000000	f0	invariant
017516	ok	45937986975432	c56536c8,000029c7,00000000,00000000	f0	en-US
017517	ok	45937986975432.0	c56536c8,000029c7,00000000,00000000	f1	invariant
017518	ok	45937986975432.0	c56536c8,000029c7,00000000,00000000	f1	en-US
017519	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	f2	invariant
017520	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	f2	en-US
017521	ok	45937986975432.000	c56536c8,000029c7,00000000,00000000	f3	invariant
017522	ok	45937986975432.000	c56536c8,000029c7,00000000,00000000	f3	en-US
017523	ok	45937986975432.0000	c56536c8,000029c7,00000000,00000000	f4	invariant
017524	ok	45937986975432.0000	c56536c8,000029c7,00000000,00000000	f4	en-US
017525	ok	45937986975432.00000	c56536c8,000029c7,00000000,00000000	f5	invariant
017526	ok	45937986975432.00000	c56536c8,000029c7,00000000,00000000	f5	en-US
017527	ok	45937986975432.000000	c56536c8,000029c7,00000000,00000000	f6	invariant
017528	ok	45937986975432.000000	c56536c8,000029c7,00000000,00000000	f6	en-US
017529	ok	45937986975432.0000000	c56536c8,000029c7,00000000,00000000	f7	invariant
017530	ok	45937986975432.0000000	c56536c8,000029c7,00000000,00000000	f7	en-US
017531	ok	45937986975432.00000000	c56536c8,000029c7,00000000,00000000	f8	invariant
017532	ok	45937986975432.00000000	c56536c8,000029c7,00000000,00000000	f8	en-US
017533	ok	45937986975432.000000000	c56536c8,000029c7,00000000,00000000	f9	invariant
017534	ok	45937986975432.000000000	c56536c8,000029c7,00000000,00000000	f9	en-US
017535	ok	45937986975432.000000000000000	c56536c8,000029c7,00000000,00000000	f15	invariant
017536	ok	45937986975432.000000000000000	c56536c8,000029c7,00000000,00000000	f15	en-US
017537	ok	45937986975432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	f28	invariant
017538	ok	45937986975432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	f28	en-US
017539	ok	45937986975432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	f30	invariant
017540	ok	45937986975432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	f30	en-US
017541	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G	invariant
017542	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G	en-US
017543	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G0	invariant
017544	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G0	en-US
017545	ok	5E+13	c56536c8,000029c7,00000000,00000000	G1	invariant
017546	ok	5E+13	c56536c8,000029c7,00000000,00000000	G1	en-US
017547	ok	4.6E+13	c56536c8,000029c7,00000000,00000000	G2	invariant
017548	ok	4.6E+13	c56536c8,000029c7,00000000,00000000	G2	en-US
017549	ok	4.59E+13	c56536c8,000029c7,00000000,00000000	G3	invariant
017550	ok	4.59E+13	c56536c8,000029c7,00000000,00000000	G3	en-US
017551	ok	4.594E+13	c56536c8,000029c7,00000000,00000000	G4	invariant
017552	ok	4.594E+13	c56536c8,000029c7,00000000,00000000	G4	en-US
017553	ok	4.5938E+13	c56536c8,000029c7,00000000,00000000	G5	invariant
017554	ok	4.5938E+13	c56536c8,000029c7,00000000,00000000	G5	en-US
017555	ok	4.5938E+13	c56536c8,000029c7,00000000,00000000	G6	invariant
017556	ok	4.5938E+13	c56536c8,000029c7,00000000,00000000	G6	en-US
017557	ok	4.593799E+13	c56536c8,000029c7,00000000,00000000	G7	invariant
017558	ok	4.593799E+13	c56536c8,000029c7,00000000,00000000	G7	en-US
017559	ok	4.5937987E+13	c56536c8,000029c7,00000000,00000000	G8	invariant
017560	ok	4.5937987E+13	c56536c8,000029c7,00000000,00000000	G8	en-US
017561	ok	4.5937987E+13	c56536c8,000029c7,00000000,00000000	G9	invariant
017562	ok	4.5937987E+13	c56536c8,000029c7,00000000,00000000	G9	en-US
017563	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G15	invariant
017564	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G15	en-US
017565	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G28	invariant
017566	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G28	en-US
017567	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G30	invariant
017568	ok	45937986975432	c56536c8,000029c7,00000000,00000000	G30	en-US
017569	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g	invariant
017570	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g	en-US
017571	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g0	invariant
017572	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g0	en-US
017573	ok	5e+13	c56536c8,000029c7,00000000,00000000	g1	invariant
017574	ok	5e+13	c56536c8,000029c7,00000000,00000000	g1	en-US
017575	ok	4.6e+13	c56536c8,000029c7,00000000,00000000	g2	invariant
017576	ok	4.6e+13	c56536c8,000029c7,00000000,00000000	g2	en-US
017577	ok	4.59e+13	c56536c8,000029c7,00000000,00000000	g3	invariant
017578	ok	4.59e+13	c56536c8,000029c7,00000000,00000000	g3	en-US
017579	ok	4.594e+13	c56536c8,000029c7,00000000,00000000	g4	invariant
017580	ok	4.594e+13	c56536c8,000029c7,00000000,00000000	g4	en-US
017581	ok	4.5938e+13	c56536c8,000029c7,00000000,00000000	g5	invariant
017582	ok	4.5938e+13	c56536c8,000029c7,00000000,00000000	g5	en-US
017583	ok	4.5938e+13	c56536c8,000029c7,00000000,00000000	g6	invariant
017584	ok	4.5938e+13	c56536c8,000029c7,00000000,00000000	g6	en-US
017585	ok	4.593799e+13	c56536c8,000029c7,00000000,00000000	g7	invariant
017586	ok	4.593799e+13	c56536c8,000029c7,00000000,00000000	g7	en-US
017587	ok	4.5937987e+13	c56536c8,000029c7,00000000,00000000	g8	invariant
017588	ok	4.5937987e+13	c56536c8,000029c7,00000000,00000000	g8	en-US
017589	ok	4.5937987e+13	c56536c8,000029c7,00000000,00000000	g9	invariant
017590	ok	4.5937987e+13	c56536c8,000029c7,00000000,00000000	g9	en-US
017591	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g15	invariant
017592	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g15	en-US
017593	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g28	invariant
017594	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g28	en-US
017595	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g30	invariant
017596	ok	45937986975432	c56536c8,000029c7,00000000,00000000	g30	en-US
017597	ok	45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	N	invariant
017598	ok	45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	N	en-US
017599	ok	45,937,986,975,432	c56536c8,000029c7,00000000,00000000	N0	invariant
017600	ok	45,937,986,975,432	c56536c8,000029c7,00000000,00000000	N0	en-US
017601	ok	45,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	N1	invariant
017602	ok	45,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	N1	en-US
017603	ok	45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	N2	invariant
017604	ok	45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	N2	en-US
017605	ok	45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	N3	invariant
017606	ok	45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	N3	en-US
017607	ok	45,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	N4	invariant
017608	ok	45,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	N4	en-US
017609	ok	45,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	N5	invariant
017610	ok	45,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	N5	en-US
017611	ok	45,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	N6	invariant
017612	ok	45,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	N6	en-US
017613	ok	45,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	N7	invariant
017614	ok	45,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	N7	en-US
017615	ok	45,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	N8	invariant
017616	ok	45,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	N8	en-US
017617	ok	45,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	N9	invariant
017618	ok	45,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	N9	en-US
017619	ok	45,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	N15	invariant
017620	ok	45,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	N15	en-US
017621	ok	45,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	N28	invariant
017622	ok	45,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	N28	en-US
017623	ok	45,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	N30	invariant
017624	ok	45,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	N30	en-US
017625	ok	45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	n	invariant
017626	ok	45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	n	en-US
017627	ok	45,937,986,975,432	c56536c8,000029c7,00000000,00000000	n0	invariant
017628	ok	45,937,986,975,432	c56536c8,000029c7,00000000,00000000	n0	en-US
017629	ok	45,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	n1	invariant
017630	ok	45,937,986,975,432.0	c56536c8,000029c7,00000000,00000000	n1	en-US
017631	ok	45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	n2	invariant
017632	ok	45,937,986,975,432.00	c56536c8,000029c7,00000000,00000000	n2	en-US
017633	ok	45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	n3	invariant
017634	ok	45,937,986,975,432.000	c56536c8,000029c7,00000000,00000000	n3	en-US
017635	ok	45,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	n4	invariant
017636	ok	45,937,986,975,432.0000	c56536c8,000029c7,00000000,00000000	n4	en-US
017637	ok	45,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	n5	invariant
017638	ok	45,937,986,975,432.00000	c56536c8,000029c7,00000000,00000000	n5	en-US
017639	ok	45,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	n6	invariant
017640	ok	45,937,986,975,432.000000	c56536c8,000029c7,00000000,00000000	n6	en-US
017641	ok	45,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	n7	invariant
017642	ok	45,937,986,975,432.0000000	c56536c8,000029c7,00000000,00000000	n7	en-US
017643	ok	45,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	n8	invariant
017644	ok	45,937,986,975,432.00000000	c56536c8,000029c7,00000000,00000000	n8	en-US
017645	ok	45,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	n9	invariant
017646	ok	45,937,986,975,432.000000000	c56536c8,000029c7,00000000,00000000	n9	en-US
017647	ok	45,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	n15	invariant
017648	ok	45,937,986,975,432.000000000000000	c56536c8,000029c7,00000000,00000000	n15	en-US
017649	ok	45,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	n28	invariant
017650	ok	45,937,986,975,432.0000000000000000000000000000	c56536c8,000029c7,00000000,00000000	n28	en-US
017651	ok	45,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	n30	invariant
017652	ok	45,937,986,975,432.000000000000000000000000000000	c56536c8,000029c7,00000000,00000000	n30	en-US
017653	ok	4,593,798,697,543,200.00 %	c56536c8,000029c7,00000000,00000000	P	invariant
017654	ok	4,593,798,697,543,200.000%	c56536c8,000029c7,00000000,00000000	P	en-US
017655	ok	4,593,798,697,543,200 %	c56536c8,000029c7,00000000,00000000	P0	invariant
017656	ok	4,593,798,697,543,200%	c56536c8,000029c7,00000000,00000000	P0	en-US
017657	ok	4,593,798,697,543,200.0 %	c56536c8,000029c7,00000000,00000000	P1	invariant
017658	ok	4,593,798,697,543,200.0%	c56536c8,000029c7,00000000,00000000	P1	en-US
017659	ok	4,593,798,697,543,200.00 %	c56536c8,000029c7,00000000,00000000	P2	invariant
017660	ok	4,593,798,697,543,200.00%	c56536c8,000029c7,00000000,00000000	P2	en-US
017661	ok	4,593,798,697,543,200.000 %	c56536c8,000029c7,00000000,00000000	P3	invariant
017662	ok	4,593,798,697,543,200.000%	c56536c8,000029c7,00000000,00000000	P3	en-US
017663	ok	4,593,798,697,543,200.0000 %	c56536c8,000029c7,00000000,00000000	P4	invariant
017664	ok	4,593,798,697,543,200.0000%	c56536c8,000029c7,00000000,00000000	P4	en-US
017665	ok	4,593,798,697,543,200.00000 %	c56536c8,000029c7,00000000,00000000	P5	invariant
017666	ok	4,593,798,697,543,200.00000%	c56536c8,000029c7,00000000,00000000	P5	en-US
017667	ok	4,593,798,697,543,200.000000 %	c56536c8,000029c7,00000000,00000000	P6	invariant
017668	ok	4,593,798,697,543,200.000000%	c56536c8,000029c7,00000000,00000000	P6	en-US
017669	ok	4,593,798,697,543,200.0000000 %	c56536c8,000029c7,00000000,00000000	P7	invariant
017670	ok	4,593,798,697,543,200.0000000%	c56536c8,000029c7,00000000,00000000	P7	en-US
017671	ok	4,593,798,697,543,200.00000000 %	c56536c8,000029c7,00000000,00000000	P8	invariant
017672	ok	4,593,798,697,543,200.00000000%	c56536c8,000029c7,00000000,00000000	P8	en-US
017673	ok	4,593,798,697,543,200.000000000 %	c56536c8,000029c7,00000000,00000000	P9	invariant
017674	ok	4,593,798,697,543,200.000000000%	c56536c8,000029c7,00000000,00000000	P9	en-US
017675	ok	4,593,798,697,543,200.000000000000000 %	c56536c8,000029c7,00000000,00000000	P15	invariant
017676	ok	4,593,798,697,543,200.000000000000000%	c56536c8,000029c7,00000000,00000000	P15	en-US
017677	ok	4,593,798,697,543,200.0000000000000000000000000000 %	c56536c8,000029c7,00000000,00000000	P28	invariant
017678	ok	4,593,798,697,543,200.0000000000000000000000000000%	c56536c8,000029c7,00000000,00000000	P28	en-US
017679	ok	4,593,798,697,543,200.000000000000000000000000000000 %	c56536c8,000029c7,00000000,00000000	P30	invariant
017680	ok	4,593,798,697,543,200.000000000000000000000000000000%	c56536c8,000029c7,00000000,00000000	P30	en-US
017681	ok	4,593,798,697,543,200.00 %	c56536c8,000029c7,00000000,00000000	p	invariant
017682	ok	4,593,798,697,543,200.000%	c56536c8,000029c7,00000000,00000000	p	en-US
017683	ok	4,593,798,697,543,200 %	c56536c8,000029c7,00000000,00000000	p0	invariant
017684	ok	4,593,798,697,543,200%	c56536c8,000029c7,00000000,00000000	p0	en-US
017685	ok	4,593,798,697,543,200.0 %	c56536c8,000029c7,00000000,00000000	p1	invariant
017686	ok	4,593,798,697,543,200.0%	c56536c8,000029c7,00000000,00000000	p1	en-US
017687	ok	4,593,798,697,543,200.00 %	c56536c8,000029c7,00000000,00000000	p2	invariant
017688	ok	4,593,798,697,543,200.00%	c56536c8,000029c7,00000000,00000000	p2	en-US
017689	ok	4,593,798,697,543,200.000 %	c56536c8,000029c7,00000000,00000000	p3	invariant
017690	ok	4,593,798,697,543,200.000%	c56536c8,000029c7,00000000,00000000	p3	en-US
017691	ok	4,593,798,697,543,200.0000 %	c56536c8,000029c7,00000000,00000000	p4	invariant
017692	ok	4,593,798,697,543,200.0000%	c56536c8,000029c7,00000000,00000000	p4	en-US
