# generated by testdata/gen -- do not edit; run `make testdata`
# id	outcome	result	a	format	culture
002830	ok	0	000004d2,00000000,00000000,80060000	#,##0	en-US
002831	ok	0.00	000004d2,00000000,00000000,80060000	#,##0.00	invariant
002832	ok	0.00	000004d2,00000000,00000000,80060000	#,##0.00	en-US
002833	ok	\e	000004d2,00000000,00000000,80060000	#,,	invariant
002834	ok	\e	000004d2,00000000,00000000,80060000	#,,	en-US
002835	ok	0	000004d2,00000000,00000000,80060000	#,##0,,	invariant
002836	ok	0	000004d2,00000000,00000000,80060000	#,##0,,	en-US
002837	ok	0%	000004d2,00000000,00000000,80060000	0%	invariant
002838	ok	0%	000004d2,00000000,00000000,80060000	0%	en-US
002839	ok	-.12%	000004d2,00000000,00000000,80060000	#.##%	invariant
002840	ok	-.12%	000004d2,00000000,00000000,80060000	#.##%	en-US
002841	ok	-0.1%	000004d2,00000000,00000000,80060000	0.0%	invariant
002842	ok	-0.1%	000004d2,00000000,00000000,80060000	0.0%	en-US
002843	ok	00000	000004d2,00000000,00000000,80060000	00000	invariant
002844	ok	00000	000004d2,00000000,00000000,80060000	00000	en-US
002845	ok	00	000004d2,00000000,00000000,80060000	###00.##	invariant
002846	ok	00	000004d2,00000000,00000000,80060000	###00.##	en-US
002847	ok	\e	000004d2,00000000,00000000,80060000	.##	invariant
002848	ok	\e	000004d2,00000000,00000000,80060000	.##	en-US
002849	ok	\e	000004d2,00000000,00000000,80060000	#.	invariant
002850	ok	\e	000004d2,00000000,00000000,80060000	#.	en-US
002851	ok	-1.2E-3	000004d2,00000000,00000000,80060000	0.0E+0	invariant
002852	ok	-1.2E-3	000004d2,00000000,00000000,80060000	0.0E+0	en-US
002853	ok	-1.2E-3	000004d2,00000000,00000000,80060000	0.0E-0	invariant
002854	ok	-1.2E-3	000004d2,00000000,00000000,80060000	0.0E-0	en-US
002855	ok	-1.23E-03	000004d2,00000000,00000000,80060000	#.##E+00	invariant
002856	ok	-1.23E-03	000004d2,00000000,00000000,80060000	#.##E+00	en-US
002857	ok	-1E-3	000004d2,00000000,00000000,80060000	0E0	invariant
002858	ok	-1E-3	000004d2,00000000,00000000,80060000	0E0	en-US
002859	ok	0	000004d2,00000000,00000000,80060000	0;(0)	invariant
002860	ok	0	000004d2,00000000,00000000,80060000	0;(0)	en-US
002861	ok	zero	000004d2,00000000,00000000,80060000	0;(0);zero	invariant
002862	ok	zero	000004d2,00000000,00000000,80060000	0;(0);zero	en-US
002863	ok	-	000004d2,00000000,00000000,80060000	#,##0.00;(#,##0.00);-	invariant
002864	ok	-	000004d2,00000000,00000000,80060000	#,##0.00;(#,##0.00);-	en-US
002865	ok	#0	000004d2,00000000,00000000,80060000	\\#0	invariant
002866	ok	#0	000004d2,00000000,00000000,80060000	\\#0	en-US
002867	ok	lit0	000004d2,00000000,00000000,80060000	'lit'0	invariant
002868	ok	lit0	000004d2,00000000,00000000,80060000	'lit'0	en-US
002869	ok	q0	000004d2,00000000,00000000,80060000	"q"0	invariant
002870	ok	q0	000004d2,00000000,00000000,80060000	"q"0	en-US
002871	ok	0x	000004d2,00000000,00000000,80060000	0'x'	invariant
002872	ok	0x	000004d2,00000000,00000000,80060000	0'x'	en-US
002873	ok	0 units	000004d2,00000000,00000000,80060000	0 'units'	invariant
002874	ok	0 units	000004d2,00000000,00000000,80060000	0 'units'	en-US
002875	ok	-0.12 %	000004d2,00000000,00000000,80060000	0.00 %	invariant
002876	ok	-0.12 %	000004d2,00000000,00000000,80060000	0.00 %	en-US
002877	ok	$0.00	000004d2,00000000,00000000,80060000	$#,##0.00	invariant
002878	ok	$0.00	000004d2,00000000,00000000,80060000	$#,##0.00	en-US
002879	ok	0.00 EUR	000004d2,00000000,00000000,80060000	#,##0.00 EUR	invariant
002880	ok	0.00 EUR	000004d2,00000000,00000000,80060000	#,##0.00 EUR	en-US
002881	ok	-0.001234	000004d2,00000000,00000000,80060000	\e	invariant
002882	ok	-0.001234	000004d2,00000000,00000000,80060000	\e	en-US
002883	ok	abc	000004d2,00000000,00000000,80060000	abc	invariant
002884	ok	abc	000004d2,00000000,00000000,80060000	abc	en-US
002885	ok	0000000000000000000000000000000000	000004d2,00000000,00000000,80060000	0000000000000000000000000000000000	invariant
002886	ok	0000000000000000000000000000000000	000004d2,00000000,00000000,80060000	0000000000000000000000000000000000	en-US
002887	ok	\e	0000000c,00000000,00000000,80060000	#	invariant
002888	ok	\e	0000000c,00000000,00000000,80060000	#	en-US
002889	ok	0	0000000c,00000000,00000000,80060000	0	invariant
002890	ok	0	0000000c,00000000,00000000,80060000	0	en-US
002891	ok	0.0	0000000c,00000000,00000000,80060000	0.0	invariant
002892	ok	0.0	0000000c,00000000,00000000,80060000	0.0	en-US
002893	ok	0.00	0000000c,00000000,00000000,80060000	0.00	invariant
002894	ok	0.00	0000000c,00000000,00000000,80060000	0.00	en-US
002895	ok	\e	0000000c,00000000,00000000,80060000	#.##	invariant
002896	ok	\e	0000000c,00000000,00000000,80060000	#.##	en-US
002897	ok	.00	0000000c,00000000,00000000,80060000	#.00	invariant
002898	ok	.00	0000000c,00000000,00000000,80060000	#.00	en-US
002899	ok	0	0000000c,00000000,00000000,80060000	0.###	invariant
002900	ok	0	0000000c,00000000,00000000,80060000	0.###	en-US
002901	ok	\e	0000000c,00000000,00000000,80060000	#,#	invariant
002902	ok	\e	0000000c,00000000,00000000,80060000	#,#	en-US
002903	ok	0	0000000c,00000000,00000000,80060000	#,##0	invariant
002904	ok	0	0000000c,00000000,00000000,80060000	#,##0	en-US
002905	ok	0.00	0000000c,00000000,00000000,80060000	#,##0.00	invariant
002906	ok	0.00	0000000c,00000000,00000000,80060000	#,##0.00	en-US
002907	ok	\e	0000000c,00000000,00000000,80060000	#,,	invariant
002908	ok	\e	0000000c,00000000,00000000,80060000	#,,	en-US
002909	ok	0	0000000c,00000000,00000000,80060000	#,##0,,	invariant
002910	ok	0	0000000c,00000000,00000000,80060000	#,##0,,	en-US
002911	ok	0%	0000000c,00000000,00000000,80060000	0%	invariant
002912	ok	0%	0000000c,00000000,00000000,80060000	0%	en-US
002913	ok	%	0000000c,00000000,00000000,80060000	#.##%	invariant
002914	ok	%	0000000c,00000000,00000000,80060000	#.##%	en-US
002915	ok	0.0%	0000000c,00000000,00000000,80060000	0.0%	invariant
002916	ok	0.0%	0000000c,00000000,00000000,80060000	0.0%	en-US
002917	ok	00000	0000000c,00000000,00000000,80060000	00000	invariant
002918	ok	00000	0000000c,00000000,00000000,80060000	00000	en-US
002919	ok	00	0000000c,00000000,00000000,80060000	###00.##	invariant
002920	ok	00	0000000c,00000000,00000000,80060000	###00.##	en-US
002921	ok	\e	0000000c,00000000,00000000,80060000	.##	invariant
002922	ok	\e	0000000c,00000000,00000000,80060000	.##	en-US
002923	ok	\e	0000000c,00000000,00000000,80060000	#.	invariant
002924	ok	\e	0000000c,00000000,00000000,80060000	#.	en-US
002925	ok	-1.2E-5	0000000c,00000000,00000000,80060000	0.0E+0	invariant
002926	ok	-1.2E-5	0000000c,00000000,00000000,80060000	0.0E+0	en-US
002927	ok	-1.2E-5	0000000c,00000000,00000000,80060000	0.0E-0	invariant
002928	ok	-1.2E-5	0000000c,00000000,00000000,80060000	0.0E-0	en-US
002929	ok	-1.2E-05	0000000c,00000000,00000000,80060000	#.##E+00	invariant
002930	ok	-1.2E-05	0000000c,00000000,00000000,80060000	#.##E+00	en-US
002931	ok	-1E-5	0000000c,00000000,00000000,80060000	0E0	invariant
002932	ok	-1E-5	0000000c,00000000,00000000,80060000	0E0	en-US
002933	ok	0	0000000c,00000000,00000000,80060000	0;(0)	invariant
002934	ok	0	0000000c,00000000,00000000,80060000	0;(0)	en-US
002935	ok	zero	0000000c,00000000,00000000,80060000	0;(0);zero	invariant
002936	ok	zero	0000000c,00000000,00000000,80060000	0;(0);zero	en-US
002937	ok	-	0000000c,00000000,00000000,80060000	#,##0.00;(#,##0.00);-	invariant
002938	ok	-	0000000c,00000000,00000000,80060000	#,##0.00;(#,##0.00);-	en-US
002939	ok	#0	0000000c,00000000,00000000,80060000	\\#0	invariant
002940	ok	#0	0000000c,00000000,00000000,80060000	\\#0	en-US
002941	ok	lit0	0000000c,00000000,00000000,80060000	'lit'0	invariant
002942	ok	lit0	0000000c,00000000,00000000,80060000	'lit'0	en-US
002943	ok	q0	0000000c,00000000,00000000,80060000	"q"0	invariant
002944	ok	q0	0000000c,00000000,00000000,80060000	"q"0	en-US
002945	ok	0x	0000000c,00000000,00000000,80060000	0'x'	invariant
002946	ok	0x	0000000c,00000000,00000000,80060000	0'x'	en-US
002947	ok	0 units	0000000c,00000000,00000000,80060000	0 'units'	invariant
002948	ok	0 units	0000000c,00000000,00000000,80060000	0 'units'	en-US
002949	ok	0.00 %	0000000c,00000000,00000000,80060000	0.00 %	invariant
002950	ok	0.00 %	0000000c,00000000,00000000,80060000	0.00 %	en-US
002951	ok	$0.00	0000000c,00000000,00000000,80060000	$#,##0.00	invariant
002952	ok	$0.00	0000000c,00000000,00000000,80060000	$#,##0.00	en-US
002953	ok	0.00 EUR	0000000c,00000000,00000000,80060000	#,##0.00 EUR	invariant
002954	ok	0.00 EUR	0000000c,00000000,00000000,80060000	#,##0.00 EUR	en-US
002955	ok	-0.000012	0000000c,00000000,00000000,80060000	\e	invariant
002956	ok	-0.000012	0000000c,00000000,00000000,80060000	\e	en-US
002957	ok	abc	0000000c,00000000,00000000,80060000	abc	invariant
002958	ok	abc	0000000c,00000000,00000000,80060000	abc	en-US
002959	ok	0000000000000000000000000000000000	0000000c,00000000,00000000,80060000	0000000000000000000000000000000000	invariant
002960	ok	0000000000000000000000000000000000	0000000c,00000000,00000000,80060000	0000000000000000000000000000000000	en-US
002961	ok	123457	499602d2,00000000,00000000,00040000	#	invariant
002962	ok	123457	499602d2,00000000,00000000,00040000	#	en-US
002963	ok	123457	499602d2,00000000,00000000,00040000	0	invariant
002964	ok	123457	499602d2,00000000,00000000,00040000	0	en-US
002965	ok	123456.8	499602d2,00000000,00000000,00040000	0.0	invariant
002966	ok	123456.8	499602d2,00000000,00000000,00040000	0.0	en-US
002967	ok	123456.79	499602d2,00000000,00000000,00040000	0.00	invariant
002968	ok	123456.79	499602d2,00000000,00000000,00040000	0.00	en-US
002969	ok	123456.79	499602d2,00000000,00000000,00040000	#.##	invariant
002970	ok	123456.79	499602d2,00000000,00000000,00040000	#.##	en-US
002971	ok	123456.79	499602d2,00000000,00000000,00040000	#.00	invariant
002972	ok	123456.79	499602d2,00000000,00000000,00040000	#.00	en-US
002973	ok	123456.789	499602d2,00000000,00000000,00040000	0.###	invariant
002974	ok	123456.789	499602d2,00000000,00000000,00040000	0.###	en-US
002975	ok	123,457	499602d2,00000000,00000000,00040000	#,#	invariant
002976	ok	123,457	499602d2,00000000,00000000,00040000	#,#	en-US
002977	ok	123,457	499602d2,00000000,00000000,00040000	#,##0	invariant
002978	ok	123,457	499602d2,00000000,00000000,00040000	#,##0	en-US
002979	ok	123,456.79	499602d2,00000000,00000000,00040000	#,##0.00	invariant
002980	ok	123,456.79	499602d2,00000000,00000000,00040000	#,##0.00	en-US
002981	ok	\e	499602d2,00000000,00000000,00040000	#,,	invariant
002982	ok	\e	499602d2,00000000,00000000,00040000	#,,	en-US
002983	ok	0	499602d2,00000000,00000000,00040000	#,##0,,	invariant
002984	ok	0	499602d2,00000000,00000000,00040000	#,##0,,	en-US
002985	ok	12345679%	499602d2,00000000,00000000,00040000	0%	invariant
002986	ok	12345679%	499602d2,00000000,00000000,00040000	0%	en-US
002987	ok	12345678.9%	499602d2,00000000,00000000,00040000	#.##%	invariant
002988	ok	12345678.9%	499602d2,00000000,00000000,00040000	#.##%	en-US
002989	ok	12345678.9%	499602d2,00000000,00000000,00040000	0.0%	invariant
002990	ok	12345678.9%	499602d2,00000000,00000000,00040000	0.0%	en-US
002991	ok	123457	499602d2,00000000,00000000,00040000	00000	invariant
002992	ok	123457	499602d2,00000000,00000000,00040000	00000	en-US
002993	ok	123456.79	499602d2,00000000,00000000,00040000	###00.##	invariant
002994	ok	123456.79	499602d2,00000000,00000000,00040000	###00.##	en-US
002995	ok	123456.79	499602d2,00000000,00000000,00040000	.##	invariant
002996	ok	123456.79	499602d2,00000000,00000000,00040000	.##	en-US
002997	ok	123457	499602d2,00000000,00000000,00040000	#.	invariant
002998	ok	123457	499602d2,00000000,00000000,00040000	#.	en-US
002999	ok	1.2E+5	499602d2,00000000,00000000,00040000	0.0E+0	invariant
003000	ok	1.2E+5	499602d2,00000000,00000000,00040000	0.0E+0	en-US
003001	ok	1.2E5	499602d2,00000000,00000000,00040000	0.0E-0	invariant
003002	ok	1.2E5	499602d2,00000000,00000000,00040000	0.0E-0	en-US
003003	ok	1.23E+05	499602d2,00000000,00000000,00040000	#.##E+00	invariant
003004	ok	1.23E+05	499602d2,00000000,00000000,00040000	#.##E+00	en-US
003005	ok	1E5	499602d2,00000000,00000000,00040000	0E0	invariant
003006	ok	1E5	499602d2,00000000,00000000,00040000	0E0	en-US
003007	ok	123457	499602d2,00000000,00000000,00040000	0;(0)	invariant
003008	ok	123457	499602d2,00000000,00000000,00040000	0;(0)	en-US
003009	ok	123457	499602d2,00000000,00000000,00040000	0;(0);zero	invariant
003010	ok	123457	499602d2,00000000,00000000,00040000	0;(0);zero	en-US
003011	ok	123,456.79	499602d2,00000000,00000000,00040000	#,##0.00;(#,##0.00);-	invariant
003012	ok	123,456.79	499602d2,00000000,00000000,00040000	#,##0.00;(#,##0.00);-	en-US
003013	ok	#123457	499602d2,00000000,00000000,00040000	\\#0	invariant
003014	ok	#123457	499602d2,00000000,00000000,00040000	\\#0	en-US
003015	ok	lit123457	499602d2,00000000,00000000,00040000	'lit'0	invariant
003016	ok	lit123457	499602d2,00000000,00000000,00040000	'lit'0	en-US
003017	ok	q123457	499602d2,00000000,00000000,00040000	"q"0	invariant
003018	ok	q123457	499602d2,00000000,00000000,00040000	"q"0	en-US
003019	ok	123457x	499602d2,00000000,00000000,00040000	0'x'	invariant
003020	ok	123457x	499602d2,00000000,00000000,00040000	0'x'	en-US
003021	ok	123457 units	499602d2,00000000,00000000,00040000	0 'units'	invariant
003022	ok	123457 units	499602d2,00000000,00000000,00040000	0 'units'	en-US
003023	ok	12345678.90 %	499602d2,00000000,00000000,00040000	0.00 %	invariant
003024	ok	12345678.90 %	499602d2,00000000,00000000,00040000	0.00 %	en-US
003025	ok	$123,456.79	499602d2,00000000,00000000,00040000	$#,##0.00	invariant
003026	ok	$123,456.79	499602d2,00000000,00000000,00040000	$#,##0.00	en-US
003027	ok	123,456.79 EUR	499602d2,00000000,00000000,00040000	#,##0.00 EUR	invariant
003028	ok	123,456.79 EUR	499602d2,00000000,00000000,00040000	#,##0.00 EUR	en-US
003029	ok	123456.7890	499602d2,00000000,00000000,00040000	\e	invariant
003030	ok	123456.7890	499602d2,00000000,00000000,00040000	\e	en-US
003031	ok	abc	499602d2,00000000,00000000,00040000	abc	invariant
003032	ok	abc	499602d2,00000000,00000000,00040000	abc	en-US
003033	ok	0000000000000000000000000000123457	499602d2,00000000,00000000,00040000	0000000000000000000000000000000000	invariant
003034	ok	0000000000000000000000000000123457	499602d2,00000000,00000000,00040000	0000000000000000000000000000000000	en-US
003035	ok	-123457	499602d4,00000000,00000000,80040000	#	invariant
003036	ok	-123457	499602d4,00000000,00000000,80040000	#	en-US
003037	ok	-123457	499602d4,00000000,00000000,80040000	0	invariant
003038	ok	-123457	499602d4,00000000,00000000,80040000	0	en-US
003039	ok	-123456.8	499602d4,00000000,00000000,80040000	0.0	invariant
003040	ok	-123456.8	499602d4,00000000,00000000,80040000	0.0	en-US
003041	ok	-123456.79	499602d4,00000000,00000000,80040000	0.00	invariant
003042	ok	-123456.79	499602d4,00000000,00000000,80040000	0.00	en-US
003043	ok	-123456.79	499602d4,00000000,00000000,80040000	#.##	invariant
003044	ok	-123456.79	499602d4,00000000,00000000,80040000	#.##	en-US
003045	ok	-123456.79	499602d4,00000000,00000000,80040000	#.00	invariant
003046	ok	-123456.79	499602d4,00000000,00000000,80040000	#.00	en-US
003047	ok	-123456.789	499602d4,00000000,00000000,80040000	0.###	invariant
003048	ok	-123456.789	499602d4,00000000,00000000,80040000	0.###	en-US
003049	ok	-123,457	499602d4,00000000,00000000,80040000	#,#	invariant
003050	ok	-123,457	499602d4,00000000,00000000,80040000	#,#	en-US
003051	ok	-123,457	499602d4,00000000,00000000,80040000	#,##0	invariant
003052	ok	-123,457	499602d4,00000000,00000000,80040000	#,##0	en-US
003053	ok	-123,456.79	499602d4,00000000,00000000,80040000	#,##0.00	invariant
003054	ok	-123,456.79	499602d4,00000000,00000000,80040000	#,##0.00	en-US
003055	ok	\e	499602d4,00000000,00000000,80040000	#,,	invariant
003056	ok	\e	499602d4,00000000,00000000,80040000	#,,	en-US
003057	ok	0	499602d4,00000000,00000000,80040000	#,##0,,	invariant
003058	ok	0	499602d4,00000000,00000000,80040000	#,##0,,	en-US
003059	ok	-12345679%	499602d4,00000000,00000000,80040000	0%	invariant
003060	ok	-12345679%	499602d4,00000000,00000000,80040000	0%	en-US
003061	ok	-12345678.92%	499602d4,00000000,00000000,80040000	#.##%	invariant
003062	ok	-12345678.92%	499602d4,00000000,00000000,80040000	#.##%	en-US
003063	ok	-12345678.9%	499602d4,00000000,00000000,80040000	0.0%	invariant
003064	ok	-12345678.9%	499602d4,00000000,00000000,80040000	0.0%	en-US
003065	ok	-123457	499602d4,00000000,00000000,80040000	00000	invariant
003066	ok	-123457	499602d4,00000000,00000000,80040000	00000	en-US
003067	ok	-123456.79	499602d4,00000000,00000000,80040000	###00.##	invariant
003068	ok	-123456.79	499602d4,00000000,00000000,80040000	###00.##	en-US
003069	ok	-123456.79	499602d4,00000000,00000000,80040000	.##	invariant
003070	ok	-123456.79	499602d4,00000000,00000000,80040000	.##	en-US
003071	ok	-123457	499602d4,00000000,00000000,80040000	#.	invariant
003072	ok	-123457	499602d4,00000000,00000000,80040000	#.	en-US
003073	ok	-1.2E+5	499602d4,00000000,00000000,80040000	0.0E+0	invariant
003074	ok	-1.2E+5	499602d4,00000000,00000000,80040000	0.0E+0	en-US
003075	ok	-1.2E5	499602d4,00000000,00000000,80040000	0.0E-0	invariant
003076	ok	-1.2E5	499602d4,00000000,00000000,80040000	0.0E-0	en-US
003077	ok	-1.23E+05	499602d4,00000000,00000000,80040000	#.##E+00	invariant
003078	ok	-1.23E+05	499602d4,00000000,00000000,80040000	#.##E+00	en-US
003079	ok	-1E5	499602d4,00000000,00000000,80040000	0E0	invariant
003080	ok	-1E5	499602d4,00000000,00000000,80040000	0E0	en-US
003081	ok	(123457)	499602d4,00000000,00000000,80040000	0;(0)	invariant
003082	ok	(123457)	499602d4,00000000,00000000,80040000	0;(0)	en-US
003083	ok	(123457)	499602d4,00000000,00000000,80040000	0;(0);zero	invariant
003084	ok	(123457)	499602d4,00000000,00000000,80040000	0;(0);zero	en-US
003085	ok	(123,456.79)	499602d4,00000000,00000000,80040000	#,##0.00;(#,##0.00);-	invariant
003086	ok	(123,456.79)	499602d4,00000000,00000000,80040000	#,##0.00;(#,##0.00);-	en-US
003087	ok	-#123457	499602d4,00000000,00000000,80040000	\\#0	invariant
003088	ok	-#123457	499602d4,00000000,00000000,80040000	\\#0	en-US
003089	ok	-lit123457	499602d4,00000000,00000000,80040000	'lit'0	invariant
003090	ok	-lit123457	499602d4,00000000,00000000,80040000	'lit'0	en-US
003091	ok	-q123457	499602d4,00000000,00000000,80040000	"q"0	invariant
003092	ok	-q123457	499602d4,00000000,00000000,80040000	"q"0	en-US
003093	ok	-123457x	499602d4,00000000,00000000,80040000	0'x'	invariant
003094	ok	-123457x	499602d4,00000000,00000000,80040000	0'x'	en-US
003095	ok	-123457 units	499602d4,00000000,00000000,80040000	0 'units'	invariant
003096	ok	-123457 units	499602d4,00000000,00000000,80040000	0 'units'	en-US
003097	ok	-12345678.92 %	499602d4,00000000,00000000,80040000	0.00 %	invariant
003098	ok	-12345678.92 %	499602d4,00000000,00000000,80040000	0.00 %	en-US
003099	ok	-$123,456.79	499602d4,00000000,00000000,80040000	$#,##0.00	invariant
003100	ok	-$123,456.79	499602d4,00000000,00000000,80040000	$#,##0.00	en-US
003101	ok	-123,456.79 EUR	499602d4,00000000,00000000,80040000	#,##0.00 EUR	invariant
003102	ok	-123,456.79 EUR	499602d4,00000000,00000000,80040000	#,##0.00 EUR	en-US
003103	ok	-123456.7892	499602d4,00000000,00000000,80040000	\e	invariant
003104	ok	-123456.7892	499602d4,00000000,00000000,80040000	\e	en-US
003105	ok	-abc	499602d4,00000000,00000000,80040000	abc	invariant
003106	ok	-abc	499602d4,00000000,00000000,80040000	abc	en-US
003107	ok	-0000000000000000000000000000123457	499602d4,00000000,00000000,80040000	0000000000000000000000000000000000	invariant
003108	ok	-0000000000000000000000000000123457	499602d4,00000000,00000000,80040000	0000000000000000000000000000000000	en-US
003109	ok	1235	075bcd15,00000000,00000000,00050000	#	invariant
003110	ok	1235	075bcd15,00000000,00000000,00050000	#	en-US
003111	ok	1235	075bcd15,00000000,00000000,00050000	0	invariant
003112	ok	1235	075bcd15,00000000,00000000,00050000	0	en-US
003113	ok	1234.6	075bcd15,00000000,00000000,00050000	0.0	invariant
003114	ok	1234.6	075bcd15,00000000,00000000,00050000	0.0	en-US
003115	ok	1234.57	075bcd15,00000000,00000000,00050000	0.00	invariant
003116	ok	1234.57	075bcd15,00000000,00000000,00050000	0.00	en-US
003117	ok	1234.57	075bcd15,00000000,00000000,00050000	#.##	invariant
003118	ok	1234.57	075bcd15,00000000,00000000,00050000	#.##	en-US
003119	ok	1234.57	075bcd15,00000000,00000000,00050000	#.00	invariant
003120	ok	1234.57	075bcd15,00000000,00000000,00050000	#.00	en-US
003121	ok	1234.568	075bcd15,00000000,00000000,00050000	0.###	invariant
003122	ok	1234.568	075bcd15,00000000,00000000,00050000	0.###	en-US
003123	ok	1,235	075bcd15,00000000,00000000,00050000	#,#	invariant
003124	ok	1,235	075bcd15,00000000,00000000,00050000	#,#	en-US
003125	ok	1,235	075bcd15,00000000,00000000,00050000	#,##0	invariant
003126	ok	1,235	075bcd15,00000000,00000000,00050000	#,##0	en-US
003127	ok	1,234.57	075bcd15,00000000,00000000,00050000	#,##0.00	invariant
003128	ok	1,234.57	075bcd15,00000000,00000000,00050000	#,##0.00	en-US
003129	ok	\e	075bcd15,00000000,00000000,00050000	#,,	invariant
003130	ok	\e	075bcd15,00000000,00000000,00050000	#,,	en-US
003131	ok	0	075bcd15,00000000,00000000,00050000	#,##0,,	invariant
003132	ok	0	075bcd15,00000000,00000000,00050000	#,##0,,	en-US
003133	ok	123457%	075bcd15,00000000,00000000,00050000	0%	invariant
003134	ok	123457%	075bcd15,00000000,00000000,00050000	0%	en-US
003135	ok	123456.79%	075bcd15,00000000,00000000,00050000	#.##%	invariant
003136	ok	123456.79%	075bcd15,00000000,00000000,00050000	#.##%	en-US
003137	ok	123456.8%	075bcd15,00000000,00000000,00050000	0.0%	invariant
003138	ok	123456.8%	075bcd15,00000000,00000000,00050000	0.0%	en-US
003139	ok	01235	075bcd15,00000000,00000000,00050000	00000	invariant
003140	ok	01235	075bcd15,00000000,00000000,00050000	00000	en-US
003141	ok	1234.57	075bcd15,00000000,00000000,00050000	###00.##	invariant
003142	ok	1234.57	075bcd15,00000000,00000000,00050000	###00.##	en-US
003143	ok	1234.57	075bcd15,00000000,00000000,00050000	.##	invariant
003144	ok	1234.57	075bcd15,00000000,00000000,00050000	.##	en-US
003145	ok	1235	075bcd15,00000000,00000000,00050000	#.	invariant
003146	ok	1235	075bcd15,00000000,00000000,00050000	#.	en-US
003147	ok	1.2E+3	075bcd15,00000000,00000000,00050000	0.0E+0	invariant
003148	ok	1.2E+3	075bcd15,00000000,00000000,00050000	0.0E+0	en-US
003149	ok	1.2E3	075bcd15,00000000,00000000,00050000	0.0E-0	invariant
003150	ok	1.2E3	075bcd15,00000000,00000000,00050000	0.0E-0	en-US
003151	ok	1.23E+03	075bcd15,00000000,00000000,00050000	#.##E+00	invariant
003152	ok	1.23E+03	075bcd15,00000000,00000000,00050000	#.##E+00	en-US
003153	ok	1E3	075bcd15,00000000,00000000,00050000	0E0	invariant
003154	ok	1E3	075bcd15,00000000,00000000,00050000	0E0	en-US
003155	ok	1235	075bcd15,00000000,00000000,00050000	0;(0)	invariant
003156	ok	1235	075bcd15,00000000,00000000,00050000	0;(0)	en-US
003157	ok	1235	075bcd15,00000000,00000000,00050000	0;(0);zero	invariant
003158	ok	1235	075bcd15,00000000,00000000,00050000	0;(0);zero	en-US
003159	ok	1,234.57	075bcd15,00000000,00000000,00050000	#,##0.00;(#,##0.00);-	invariant
003160	ok	1,234.57	075bcd15,00000000,00000000,00050000	#,##0.00;(#,##0.00);-	en-US
003161	ok	#1235	075bcd15,00000000,00000000,00050000	\\#0	invariant
003162	ok	#1235	075bcd15,00000000,00000000,00050000	\\#0	en-US
003163	ok	lit1235	075bcd15,00000000,00000000,00050000	'lit'0	invariant
003164	ok	lit1235	075bcd15,00000000,00000000,00050000	'lit'0	en-US
003165	ok	q1235	075bcd15,00000000,00000000,00050000	"q"0	invariant
003166	ok	q1235	075bcd15,00000000,00000000,00050000	"q"0	en-US
003167	ok	1235x	075bcd15,00000000,00000000,00050000	0'x'	invariant
003168	ok	1235x	075bcd15,00000000,00000000,00050000	0'x'	en-US
003169	ok	1235 units	075bcd15,00000000,00000000,00050000	0 'units'	invariant
003170	ok	1235 units	075bcd15,00000000,00000000,00050000	0 'units'	en-US
003171	ok	123456.79 %	075bcd15,00000000,00000000,00050000	0.00 %	invariant
003172	ok	123456.79 %	075bcd15,00000000,00000000,00050000	0.00 %	en-US
003173	ok	$1,234.57	075bcd15,00000000,00000000,00050000	$#,##0.00	invariant
003174	ok	$1,234.57	075bcd15,00000000,00000000,00050000	$#,##0.00	en-US
003175	ok	1,234.57 EUR	075bcd15,00000000,00000000,00050000	#,##0.00 EUR	invariant
003176	ok	1,234.57 EUR	075bcd15,00000000,00000000,00050000	#,##0.00 EUR	en-US
003177	ok	1234.56789	075bcd15,00000000,00000000,00050000	\e	invariant
003178	ok	1234.56789	075bcd15,00000000,00000000,00050000	\e	en-US
003179	ok	abc	075bcd15,00000000,00000000,00050000	abc	invariant
003180	ok	abc	075bcd15,00000000,00000000,00050000	abc	en-US
003181	ok	0000000000000000000000000000001235	075bcd15,00000000,00000000,00050000	0000000000000000000000000000000000	invariant
003182	ok	0000000000000000000000000000001235	075bcd15,00000000,00000000,00050000	0000000000000000000000000000000000	en-US
003183	ok	45937986975432	c56536c8,000029c7,00000000,00000000	#	invariant
003184	ok	45937986975432	c56536c8,000029c7,00000000,00000000	#	en-US
003185	ok	45937986975432	c56536c8,000029c7,00000000,00000000	0	invariant
003186	ok	45937986975432	c56536c8,000029c7,00000000,00000000	0	en-US
003187	ok	45937986975432.0	c56536c8,000029c7,00000000,00000000	0.0	invariant
003188	ok	45937986975432.0	c56536c8,000029c7,00000000,00000000	0.0	en-US
003189	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	0.00	invariant
003190	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	0.00	en-US
003191	ok	45937986975432	c56536c8,000029c7,00000000,00000000	#.##	invariant
003192	ok	45937986975432	c56536c8,000029c7,00000000,00000000	#.##	en-US
003193	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	#.00	invariant
003194	ok	45937986975432.00	c56536c8,000029c7,00000000,00000000	#.00	en-US
003195	ok	45937986975432	c56536c8,000029c7,00000000,00000000	0.###	invariant
003196	ok	45937986975432	c56536c8,000029c7,00000000,00000000	0.###	en-US
003197	ok	45,937,986,975,432	c56536c8,000029c7,00000000,00000000	#,#	invariant
